City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,comodoro rivadavia,-45.8667,-67.5,298.07,25,0,10.8,AR,1670265408
285,rapid valley,44.0625,-103.1463,268.17,79,100,3.09,US,1670265697
286,yulara,-25.2406,130.9889,300.17,16,11,3.1,AU,1670265697
287,berlevag,70.8578,29.0864,271.15,86,100,8.23,NO,1670265698
288,anloga,5.7947,0.8973,300.89,80,55,4.78,GH,1670265698
289,east london,-33.0153,27.9116,289.67,82,0,3.09,ZA,1670265698
290,bilma,18.6853,12.9164,297.89,17,1,2.39,NE,1670265699
291,acapulco,16.8634,-99.8901,303.05,70,0,3.6,MX,1670265575
292,muisne,0.6,-80.0333,298.74,72,24,4.46,EC,1670265699
293,viransehir,37.2353,39.7631,284.03,68,97,1.16,TR,1670265699
294,camacha,33.0833,-16.3333,289.83,68,20,3.6,PT,1670265700
295,ust-abakan,53.8525,91.3742,245.1,83,40,0.0,RU,1670265700
296,la ronge,55.1001,-105.2842,247.29,64,75,2.06,CA,1670265700
297,jiaojiang,28.6803,121.4428,280.37,91,30,3.28,CN,1670265700
298,the valley,18.217,-63.0578,302.07,73,40,4.63,AI,1670265441
299,milton,34.1322,-84.3007,283.06,94,100,0.45,US,1670265612
300,pasighat,28.0667,95.3333,289.37,48,57,1.56,IN,1670265701
301,ternate,0.8,127.4,299.68,81,100,2.19,ID,1670265701
302,kavieng,-2.5744,150.7967,299.76,81,100,2.04,PG,1670265701
303,talnakh,69.4865,88.3972,269.38,96,100,6.12,RU,1670265702
304,bathsheba,13.2167,-59.5167,302.49,79,75,2.06,BB,1670265702
305,baruun-urt,46.6806,113.2792,255.79,75,1,6.0,MN,1670265702
306,champerico,14.3,-91.9167,305.45,72,1,2.88,GT,1670265703
307,hasaki,35.7333,140.8333,278.37,86,100,11.07,JP,1670265619
308,carutapera,-1.195,-46.02,302.01,65,100,4.44,BR,1670265703
309,constitucion,-35.3333,-72.4167,293.04,57,7,7.62,CL,1670265703
310,tiksi,71.6872,128.8694,248.17,95,100,5.03,RU,1670265704
311,daru,-9.0763,143.2092,299.68,79,100,4.99,PG,1670265704
312,chapais,49.7834,-74.8492,271.03,94,100,4.53,CA,1670265704
313,havelock,34.8791,-76.9013,290.12,72,75,8.23,US,1670265704
314,manavgat,36.7867,31.4431,288.51,58,11,2.32,TR,1670265705
315,ahipara,-35.1667,173.1667,289.44,84,100,2.08,NZ,1670265658
316,mugur-aksy,50.35,90.5,252.37,78,50,2.5,RU,1670265705
317,chokurdakh,70.6333,147.9167,236.33,99,51,3.86,RU,1670265705
318,dalbandin,28.8947,64.4101,286.41,30,0,3.04,PK,1670265706
319,karratha,-20.7377,116.8463,300.88,44,1,6.6,AU,1670265492
320,moerai,-22.4333,-151.3333,298.22,79,100,4.94,PF,1670265706
321,iturama,-19.7281,-50.1956,301.44,57,62,2.42,BR,1670265706
322,leningradskiy,69.3833,178.4167,248.34,89,3,2.67,RU,1670265706
323,belaya gora,68.5333,146.4167,235.81,99,89,1.86,RU,1670265707
324,georgetown,5.4112,100.3354,301.06,88,40,0.51,MY,1670265470
325,khandbari,27.3747,87.2039,285.79,66,0,1.38,NP,1670265512
326,deder,9.3167,41.45,285.56,38,12,1.76,ET,1670265707
327,marondera,-18.1853,31.5519,293.42,39,2,2.43,ZW,1670265707
328,gorin,51.1983,136.6669,252.66,95,100,1.62,RU,1670265708
329,dunedin,-45.8742,170.5036,283.6,90,100,5.81,NZ,1670265708
330,gorontalo,0.5412,123.0595,296.79,93,100,1.12,ID,1670265708
331,seydisehir,37.4193,31.8453,278.33,71,98,1.8,TR,1670265709
332,tevriz,57.509,72.4042,250.1,100,91,0.68,RU,1670265709
333,palu,-0.8917,119.8707,297.47,96,100,1.11,ID,1670265709
334,bryanka,48.511,38.6722,265.9,47,0,5.39,UA,1670265710
335,burns lake,54.2331,-125.7533,253.83,84,21,0.71,CA,1670265615
336,chartres,48.4167,1.5,275.46,94,20,1.34,FR,1670265710
337,vila velha,-20.3297,-40.2925,300.12,77,40,7.2,BR,1670265710
338,rio gallegos,-51.6226,-69.2181,286.18,44,40,5.14,AR,1670265711
339,rodrigues alves,-7.738,-72.6509,307.26,47,100,1.78,BR,1670265711
340,moron,-34.6534,-58.6198,309.79,44,0,4.36,AR,1670265661
341,raahe,64.6833,24.4833,273.2,82,100,11.78,FI,1670265711
342,bemidji,47.4736,-94.8803,266.43,75,0,4.63,US,1670265712
343,busto arsizio,45.6122,8.8427,280.88,98,35,0.51,IT,1670265712
344,san pedro,14.35,121.0167,298.88,87,20,1.03,PH,1670265712
345,mbulu,-3.85,35.5333,291.3,59,100,5.42,TZ,1670265712
346,waingapu,-9.6567,120.2641,298.81,84,100,1.52,ID,1670265713
347,ende,-8.8432,121.6623,298.32,87,100,0.32,ID,1670265713
348,taoudenni,22.6783,-3.9836,302.28,14,42,0.78,ML,1670265713
349,san cristobal,7.7669,-72.225,294.25,61,54,1.61,VE,1670265714
350,totness,5.8833,-56.3167,298.98,85,99,1.34,SR,1670265714
351,byron bay,-28.65,153.6167,290.9,89,3,2.54,AU,1670265714
352,arrifes,37.7667,-25.7,288.84,82,75,7.72,PT,1670265715
353,voskresenskoye,56.8381,45.4317,257.22,96,89,2.0,RU,1670265715
354,kyabe,9.4515,18.9449,301.54,23,7,2.6,TD,1670265715
355,raudeberg,61.9875,5.1352,276.46,1,95,8.73,NO,1670265716
356,san rafael,-34.6177,-68.3301,310.48,16,20,4.12,AR,1670265716
357,bathurst,-33.4166,149.5806,281.46,96,0,0.8,AU,1670265716
358,wajima,37.4,136.9,281.31,81,100,9.48,JP,1670265716
359,chicama,-7.8447,-79.1469,293.45,55,8,5.61,PE,1670265451
360,xichang,27.8964,102.2634,278.86,77,0,0.5,CN,1670265717
361,tomatlan,19.9333,-105.25,304.89,49,13,2.34,MX,1670265717
362,luderitz,-26.6481,15.1594,290.09,65,2,11.19,NA,1670265717
363,severnyy,50.677,36.5532,264.17,73,0,4.0,RU,1670265718
364,rajpura,30.4831,76.595,286.44,43,39,2.84,IN,1670265718
365,orlik,52.5178,99.825,245.52,86,64,1.27,RU,1670265718
366,shalyhyne,51.5717,34.1217,266.31,57,65,4.32,UA,1670265718
367,lompoc,34.6391,-120.4579,288.71,80,20,1.54,US,1670265670
368,panguipulli,-39.6333,-72.3333,296.44,34,36,3.99,CL,1670265719
369,shache,38.4167,77.2406,268.31,37,0,1.97,CN,1670265719
370,izhma,65.0083,53.9113,256.43,91,16,3.56,RU,1670265720
371,ofunato,39.0717,141.7167,275.16,62,92,2.81,JP,1670265570
372,bayreuth,49.9481,11.5783,276.14,97,100,4.02,DE,1670265720
373,panguna,-6.3164,155.4848,293.34,95,100,0.56,PG,1670265720
374,shitkino,56.3703,98.3543,259.6,84,100,6.26,RU,1670265720
375,okha,53.5739,142.9478,254.75,92,42,5.73,RU,1670265721
376,deputatskiy,69.3,139.9,241.78,96,100,1.86,RU,1670265721
377,mudgal,16.0167,76.4333,294.72,52,81,3.95,IN,1670265721
378,kaitangata,-46.2817,169.8464,281.08,95,100,2.87,NZ,1670265722
379,sampang,-7.1872,113.2394,299.64,79,100,0.54,ID,1670265722
380,bayir,37.2687,28.2167,282.44,81,3,1.76,TR,1670265722
381,cartagena,10.3997,-75.5144,302.94,70,40,3.09,CO,1670265427
382,leh,34.1667,77.5833,265.24,45,50,0.98,IN,1670265723
383,husavik,66.0449,-17.3389,272.83,81,83,4.77,IS,1670265723
384,talara,-4.5772,-81.2719,301.57,57,0,6.69,PE,1670265723
385,richards bay,-28.783,32.0377,294.41,84,100,6.95,ZA,1670265724
386,kropotkin,45.4375,40.5756,269.76,71,6,8.87,RU,1670265724
387,kautokeino,69.0125,23.0412,261.34,97,98,2.03,NO,1670265492
388,hamilton,39.1834,-84.5333,282.92,52,40,3.09,US,1670265724
389,rio grande,-32.035,-52.0986,303.21,74,0,5.37,BR,1670265725
390,arman,59.7,150.1667,245.84,88,11,3.77,RU,1670265725
391,bumba,2.1833,22.4667,294.22,97,100,1.84,CD,1670265725
392,bata,1.8639,9.7658,300.06,84,100,2.83,GQ,1670265725
393,asfi,32.2994,-9.2372,291.51,81,8,10.0,MA,1670265505
394,changli,39.7042,119.1506,268.24,29,0,2.88,CN,1670265726
395,troitsko-pechorsk,62.7084,56.1964,256.18,98,100,2.2,RU,1670265726
396,faya,18.3851,42.4509,287.21,80,2,1.81,SA,1670265726
397,waipawa,-41.4122,175.5153,287.56,67,0,6.5,NZ,1670265727
398,ishigaki,24.3448,124.1572,292.22,94,75,11.32,JP,1670265727
399,cayenne,4.9333,-52.3333,302.17,74,0,4.12,GF,1670265586
400,banda aceh,5.5577,95.3222,298.89,81,94,2.96,ID,1670265727
401,bo rai,12.5728,102.5371,296.01,92,34,2.96,TH,1670265728
402,mongu,-15.2484,23.1274,299.71,39,69,3.83,ZM,1670265728
403,gusau,12.1628,6.6614,298.24,12,98,4.3,NG,1670265728
404,lukovetskiy,64.2956,41.9211,265.14,94,100,3.58,RU,1670265729
405,sibolga,1.7427,98.7792,296.83,91,100,1.16,ID,1670265729
406,jutai,-5.1833,-68.9,305.13,53,77,1.5,BR,1670265729
407,tromso,69.6496,18.957,276.16,81,75,6.17,NO,1670265634
408,price,39.5994,-110.8107,277.74,60,0,1.54,US,1670265730
409,vestmannaeyjar,63.4427,-20.2734,277.7,81,0,1.54,IS,1670265730
410,okhotsk,59.3833,143.3,242.71,83,59,3.76,RU,1670265730
411,petropavlovsk-kamchatskiy,53.0452,158.6483,256.48,66,0,2.0,RU,1670265569
412,yaan,7.3833,8.5667,302.11,20,80,1.52,NG,1670265731
413,pangody,65.85,74.4859,258.79,96,73,4.15,RU,1670265731
414,beira,-19.8436,34.8389,301.2,83,20,5.66,MZ,1670265731
415,san carlos de bariloche,-41.1456,-71.3082,293.01,32,20,12.86,AR,1670265538
416,monywa,22.1167,95.1333,294.43,64,0,1.98,MM,1670265732
417,himatnagar,23.6,72.95,291.89,47,0,3.01,IN,1670265732
418,roald,62.5833,6.1333,279.12,81,75,2.06,NO,1670265732
419,kilindoni,-7.9139,39.6668,300.12,79,97,6.26,TZ,1670265733
420,misratah,32.3754,15.0925,293.01,65,0,4.0,LY,1670265733
421,paita,-5.0892,-81.1144,296.67,65,4,6.97,PE,1670265733
422,hobbs,32.7026,-103.136,296.48,42,0,12.35,US,1670265734
423,yendi,9.4427,-0.0099,305.24,20,10,2.2,GH,1670265734
424,sabya,17.1495,42.6254,300.94,66,0,1.75,SA,1670265734
425,bundibugyo,0.7414,30.0417,292.75,87,100,1.35,UG,1670265734
426,high level,58.5169,-117.136,249.21,64,20,6.17,CA,1670265622
427,norrtalje,59.758,18.705,273.72,82,46,1.83,SE,1670265735
428,abha,18.2164,42.5053,287.05,54,0,2.57,SA,1670265736
429,lasa,46.6166,10.7002,277.61,93,82,2.69,IT,1670265736
430,entre rios,-11.9419,-38.0844,299.16,69,86,4.23,BR,1670265737
431,longhua,23.6137,114.1919,283.26,75,100,2.07,CN,1670265737
432,talaya,61.3833,152.75,231.68,99,58,0.35,RU,1670265738
433,mustasaari,63.1142,21.6822,273.65,80,100,5.66,FI,1670265655
434,flin flon,54.7682,-101.865,244.06,63,40,3.09,CA,1670265739
435,phuket,8.0,98.25,301.55,85,75,1.03,TH,1670265352
436,aksu,41.1231,80.2644,269.08,33,96,1.04,CN,1670265740
437,vestmanna,62.1564,-7.1664,276.66,65,75,6.17,FO,1670265740
438,luoyang,34.6836,112.4536,276.44,52,20,0.25,CN,1670265507
439,hami,42.8,93.45,268.28,33,100,0.24,CN,1670265741
440,alofi,-19.0595,-169.9187,298.09,94,80,0.51,NU,1670265741
441,samarai,-10.6167,150.6667,300.0,76,69,2.81,PG,1670265741
442,santa maria,-29.6842,-53.8069,302.76,58,75,4.63,BR,1670265741
443,shimizu,43.0061,142.8847,266.21,78,0,2.24,JP,1670265742
444,vallenar,-28.5708,-70.7581,302.57,32,0,5.02,CL,1670265742
445,domoni,-12.2569,44.5319,299.14,86,2,3.19,KM,1670265742
446,hit,33.6416,42.8251,287.93,51,0,0.67,IQ,1670265743
447,kuytun,54.3419,101.5036,262.71,65,100,7.57,RU,1670265743
448,george,-33.963,22.4617,289.9,77,75,1.54,ZA,1670265743
449,ostrovnoy,68.0531,39.5131,265.73,91,66,9.27,RU,1670265744
450,ukiah,39.1502,-123.2078,284.5,88,100,2.06,US,1670265711
451,sisimiut,66.9395,-53.6735,273.36,65,100,6.36,GL,1670265744
452,sainte-anne-des-monts,49.124,-66.4924,272.08,59,95,6.17,CA,1670265686
453,yamada,39.4667,141.95,275.09,61,70,1.98,JP,1670265744
454,sola,-13.8833,167.55,294.52,100,70,0.0,VU,1670265745
455,havoysund,70.9963,24.6622,277.28,77,100,9.7,NO,1670265745
456,otradnoye,59.7775,30.8181,269.18,95,100,2.74,RU,1670265745
457,yar-sale,66.8333,70.8333,257.22,95,17,3.26,RU,1670265745
458,nouadhibou,20.931,-17.0347,295.14,73,6,5.66,MR,1670265746
459,moses lake,47.1301,-119.2781,268.35,80,100,3.09,US,1670265746
460,inirida,3.8653,-67.9239,300.99,79,93,1.6,CO,1670265746
461,asilah,35.465,-6.0348,289.13,81,100,13.13,MA,1670265747
462,maltahohe,-24.8333,16.9833,294.34,9,0,6.07,NA,1670265747
463,loandjili,-4.7561,11.8578,298.45,90,100,2.93,CG,1670265747
464,walvis bay,-22.9575,14.5053,291.68,59,0,7.2,NA,1670265748
465,kazachinskoye,57.6953,93.2761,257.48,91,100,4.04,RU,1670265748
466,davidson,36.1501,-86.7833,282.81,89,100,2.57,US,1670265730
467,savalou,7.9281,1.9756,304.61,33,84,1.45,BJ,1670265748
468,vizinga,61.0749,50.1031,259.05,87,18,2.47,RU,1670265749
469,kerman,30.2832,57.0788,279.07,70,40,0.0,IR,1670265707
470,fortuna,40.5982,-124.1573,282.66,91,100,5.14,US,1670265749
471,mikkeli,61.6886,27.2723,266.21,93,75,0.51,FI,1670265749
472,nichinan,31.6,131.3667,282.07,84,32,2.38,JP,1670265750
473,prince george,53.9166,-122.753,261.07,82,100,3.6,CA,1670265750
474,sulina,45.1559,29.6536,278.76,75,100,5.95,RO,1670265750
475,giyon,8.5333,37.9833,287.58,48,36,4.15,ET,1670265751
476,griffith,41.5284,-87.4237,279.9,60,100,4.12,US,1670265751
477,mikuni,36.2171,136.1519,281.1,79,98,5.35,JP,1670265751
478,mollendo,-17.0231,-72.0147,295.05,70,38,3.68,PE,1670265751
479,parchim,53.4263,11.8488,275.21,99,100,0.19,DE,1670265504
480,evensk,61.95,159.2333,257.96,90,100,2.59,RU,1670265752
481,beloha,-25.1667,45.05,298.35,78,1,4.04,MG,1670265752
482,klaksvik,62.2266,-6.589,277.66,68,90,11.73,FO,1670265752
483,ust-ishim,57.6935,71.1665,250.23,100,99,0.64,RU,1670265753
484,galle,6.0367,80.217,297.96,85,100,1.1,LK,1670265754
485,rincon,32.296,-81.2354,291.13,91,100,2.09,US,1670265754
486,bilibino,68.0546,166.4372,250.75,68,100,2.36,RU,1670265755
487,gobabis,-22.45,18.9667,299.92,22,76,3.04,NA,1670265755
488,saint-georges,12.0564,-61.7485,301.97,65,20,5.66,GD,1670265755
489,oksfjord,70.2396,22.3479,276.25,99,100,2.68,NO,1670265756
490,bosaso,11.2842,49.1816,297.54,69,10,2.72,SO,1670265756
491,port shepstone,-30.7414,30.455,292.77,70,34,9.11,ZA,1670265756
492,charlestown,-32.95,151.6667,292.97,92,71,2.68,AU,1670265612
493,banamba,13.55,-7.45,303.95,21,100,3.16,ML,1670265757
494,los llanos de aridane,28.6585,-17.9182,292.01,89,40,2.06,ES,1670265757
495,nabire,-3.3667,135.4833,297.27,85,99,2.22,ID,1670265757
496,sakaiminato,35.55,133.2333,281.14,66,40,5.14,JP,1670265516
497,afrikanda,67.4429,32.7828,265.87,95,100,3.11,RU,1670265758
498,lipin bor,60.2622,37.9763,265.18,95,99,3.47,RU,1670265758
499,marshall,34.3834,-86.3333,283.4,92,100,1.54,US,1670265627
500,luganville,-15.5333,167.1667,298.67,82,92,1.94,VU,1670265758
501,minas novas,-17.2186,-42.5903,297.73,74,100,2.38,BR,1670265758
502,laguna,38.421,-121.4238,287.14,85,20,5.14,US,1670265543
503,coari,-4.085,-63.1414,301.18,75,100,1.52,BR,1670265759
504,kitami,43.8031,143.8908,266.66,74,2,2.15,JP,1670265759
505,pringsewu,-5.3582,104.9744,296.88,92,100,1.96,ID,1670265760
506,dymer,50.7865,30.3026,265.84,75,20,5.65,UA,1670265760
507,dzilam gonzalez,21.2833,-88.9333,304.17,43,57,2.39,MX,1670265760
508,madimba,-10.4,40.3333,299.0,85,67,4.05,TZ,1670265760
509,namatanai,-3.6667,152.4333,299.25,82,100,0.78,PG,1670265761
510,wuxi,31.5689,120.2886,277.03,67,3,2.01,CN,1670265651
511,urumqi,43.801,87.6005,258.68,85,0,1.0,CN,1670265721
512,tshela,-4.9833,12.9333,296.99,92,100,0.71,CD,1670265761
513,praia da vitoria,38.7333,-27.0667,289.13,94,20,5.07,PT,1670265761
514,batemans bay,-35.7167,150.1833,286.84,91,19,2.54,AU,1670265762
515,kaohsiung,22.6163,120.3133,292.61,80,75,3.09,TW,1670265593
516,wamba,8.9333,8.6,298.95,13,12,2.48,NG,1670265762
517,domodossola,46.1165,8.2931,279.47,84,11,3.55,IT,1670265762
518,oudtshoorn,-33.5907,22.2014,289.35,71,51,2.95,ZA,1670265763
519,marsh harbour,26.5412,-77.0636,296.99,72,51,5.08,BS,1670265763
520,ketchikan,55.3422,-131.6461,271.41,93,20,0.0,US,1670265763
521,ipinda,-9.4833,33.9,298.66,57,33,0.64,TZ,1670265763
522,necochea,-38.5473,-58.7368,307.32,28,2,4.55,AR,1670265764
523,eureka,40.8021,-124.1637,282.81,94,15,1.79,US,1670265694
524,shetpe,44.1667,52.1167,266.59,44,0,0.91,KZ,1670265764
525,san patricio,28.017,-97.5169,300.07,58,96,6.94,US,1670265764
526,darnetal,49.4453,1.1514,277.24,84,75,1.03,FR,1670265765
527,pospelikha,51.95,81.7667,255.9,98,100,1.37,RU,1670265765
528,diego de almagro,-26.3667,-70.05,301.54,20,0,7.21,CL,1670265765
529,bitung,1.4451,125.1824,297.62,82,100,1.76,ID,1670265766
530,kattivakkam,13.2167,80.3167,301.2,74,76,4.44,IN,1670265766
531,butembo,0.15,29.2833,287.42,98,100,1.11,CD,1670265766
532,san felipe,10.3399,-68.7425,301.24,51,96,2.84,VE,1670265766
533,rabak,13.1809,32.74,301.86,29,25,5.14,SD,1670265767
534,catamarca,-28.4696,-65.7852,309.14,19,5,6.71,AR,1670265636
535,bethlehem,-1.4558,-48.5044,299.17,89,75,3.09,BR,1670265603
536,pella,59.7775,30.8181,269.18,95,100,2.74,RU,1670265767
537,san quintin,30.4833,-115.95,291.99,71,0,7.96,MX,1670265767
538,nyuksenitsa,60.4128,44.2397,263.47,75,93,3.23,RU,1670265768
539,beringovskiy,63.05,179.3167,272.89,98,100,18.7,RU,1670265768
540,bonavista,48.6499,-53.1147,277.34,93,100,2.48,CA,1670265768
541,rafraf,37.1904,10.1837,286.33,63,77,4.31,TN,1670265769
542,inongo,-1.95,18.2667,295.55,87,91,1.08,CD,1670265769
543,mragowo,53.8644,21.3051,272.15,93,100,4.09,PL,1670265769
544,kapit,2.0167,112.9333,296.1,99,100,0.32,MY,1670265770
545,maningrida,-12.0667,134.2667,300.31,68,100,1.36,AU,1670265770
546,aksarka,66.5606,67.7975,257.69,94,19,3.19,RU,1670265770
547,sala,34.0389,-6.8166,290.53,94,75,10.29,MA,1670265770
548,khani,41.9563,42.9566,275.91,81,100,2.27,GE,1670265771
549,passagem franca,-6.1797,-43.7836,306.59,34,82,2.44,BR,1670265771
550,mackenzie,55.2999,-123.1698,261.27,85,100,1.54,CA,1670265771
551,sassandra,4.95,-6.0833,298.88,84,94,1.74,CI,1670265772
552,kirakira,-10.4544,161.9205,299.21,85,100,1.98,SB,1670265772
553,verkhnyaya inta,65.9811,60.3094,256.5,98,99,2.61,RU,1670265772
554,corinto,37.9407,22.9573,287.53,79,70,1.18,GR,1670265772
555,kyzyl,51.7,94.45,242.24,98,100,0.29,RU,1670265773
556,kpandu,6.9954,0.2931,301.52,62,88,1.33,GH,1670265773
557,qandala,11.472,49.8728,297.59,70,24,2.7,SO,1670265773
558,matara,5.9485,80.5353,297.36,88,100,0.72,LK,1670265774
559,dingle,10.9995,122.6711,296.76,94,74,3.19,PH,1670265774
560,acarau,-2.8856,-40.12,302.01,65,7,9.5,BR,1670265774
561,da lat,11.9465,108.4419,288.7,99,99,1.38,VN,1670265774
562,beni,0.5,29.4667,290.43,99,100,1.31,CD,1670265775
563,makakilo city,21.3469,-158.0858,297.93,78,0,0.0,US,1670265775
564,coffs harbour,-30.3,153.1333,294.13,78,1,3.6,AU,1670265775
565,plettenberg bay,-34.0527,23.3716,288.33,80,1,2.1,ZA,1670265776
566,slave lake,55.2834,-114.769,257.14,78,100,5.66,CA,1670265648
567,bratsk,56.1325,101.6142,260.42,83,100,8.58,RU,1670265545
568,abashiri,44.0213,144.2697,268.91,61,1,4.65,JP,1670265570
569,mantua,45.1667,10.7833,283.14,92,100,2.24,IT,1670265776
